Transaction ID,User Name,Gender,Card Number,Bank Name,ATM Location,Transaction Type,Transaction Amount,Transaction Date,Transaction Time,Account Balance After Transaction,Status
TXN1205,Brandy Mcdaniel,Female,8444912882884735,Axis Bank,Nagpur,Balance Enquiry,0,2025-04-11,10:32:32,12892,Success
TXN1206,Zachary West,Male,0637545980719734,State Bank of India,Thane,Mini Statement,0,2025-04-15,17:33:25,42656,Failed
TXN1207,Dana Walker,Female,3240438530791950,HDFC Bank,Mumbai,Fund Transfer,2738,2025-04-21,03:02:07,2138,Failed
TXN1208,Justin Joyce,Male,5185678200727347,State Bank of India,Nagpur,Cash Withdrawal,9527,2025-04-19,12:33:47,18126,Failed
TXN1209,Daniel Harrington,Male,7940134729029739,Kotak Bank,Nagpur,Mini Statement,0,2025-04-17,17:02:52,47243,Failed
TXN1210,Teresa Dixon,Female,5794821149183957,Axis Bank,Thane,Mini Statement,0,2025-04-17,22:33:10,32910,Success
TXN1211,John Gibson,Male,5097359162658281,Axis Bank,Thane,Cash Deposit,5876,2025-04-17,06:32:33,86615,Failed
TXN1212,Cheryl Anderson,Female,1342235845943930,HDFC Bank,Nagpur,Cash Withdrawal,9804,2025-04-05,13:11:58,27062,Failed
TXN1213,Sarah Jordan,Female,6800354049736605,HDFC Bank,Thane,Mini Statement,0,2025-04-16,11:48:28,19009,Success
TXN1214,Heather Moore,Female,7221786061771103,Axis Bank,Pune,Fund Transfer,4962,2025-04-15,06:58:46,7077,Success
TXN1215,James Garcia,Male,8424632728156176,Kotak Bank,Thane,Fund Transfer,1018,2025-04-02,20:40:07,7663,Success
TXN1216,Glenn Adams,Male,1571108984527657,State Bank of India,Nagpur,Mini Statement,0,2025-04-16,16:44:20,15080,Success
TXN1217,Colleen Peterson,Female,1007554165084017,Axis Bank,Nashik,Cash Withdrawal,8874,2025-04-03,15:47:15,13291,Failed
TXN1218,Kenneth Singleton,Male,4228693534280814,ICICI Bank,Thane,Cash Withdrawal,3232,2025-04-14,06:43:56,31925,Failed
TXN1219,Colleen Rogers,Female,2451697884215683,ICICI Bank,Nashik,Cash Withdrawal,5105,2025-04-06,17:52:40,28238,Success
TXN1220,John Decker,Male,9619081251594081,Axis Bank,Pune,Balance Enquiry,0,2025-04-15,22:58:05,19152,Success
TXN1221,Joseph Reese,Male,9090018007548109,State Bank of India,Nashik,Balance Enquiry,0,2025-04-09,03:11:16,20543,Failed
TXN1222,Jeffrey Garcia,Male,6115582872020128,HDFC Bank,Nashik,Balance Enquiry,0,2025-04-11,15:10:01,35941,Success
TXN1223,David Dean,Male,4029217597196242,Axis Bank,Nagpur,Balance Enquiry,0,2025-04-08,06:30:56,33607,Failed
TXN1224,Felicia Torres,Female,7897104994623262,HDFC Bank,Thane,Cash Deposit,4588,2025-04-14,03:57:51,39571,Failed
TXN1225,Ronald Campbell Jr.,Male,3692532366522573,Axis Bank,Thane,Balance Enquiry,0,2025-04-01,22:45:57,48706,Success
TXN1226,Jessica Rodgers,Female,2897654023285079,State Bank of India,Nagpur,Balance Enquiry,0,2025-04-16,00:07:17,31036,Failed
TXN1227,Nicole Nelson,Female,2186839654784870,HDFC Bank,Nashik,Cash Withdrawal,9058,2025-04-15,07:14:38,8476,Success
TXN1228,Michael Nelson,Male,8152274969145597,Kotak Bank,Thane,Balance Enquiry,0,2025-04-16,21:17:12,40466,Success
TXN1229,Victoria Payne,Female,6525848491256400,State Bank of India,Mumbai,Cash Withdrawal,4874,2025-04-19,05:42:31,42200,Failed
TXN1230,Gabriella Miller,Female,9730365578470673,Axis Bank,Mumbai,Mini Statement,0,2025-04-05,04:10:21,41236,Success
TXN1231,Timothy Hudson,Male,7278142268843393,HDFC Bank,Nashik,Cash Deposit,2671,2025-04-17,09:33:34,50707,Success
TXN1232,Sydney Lewis,Female,8785922777439159,Kotak Bank,Pune,Cash Withdrawal,2054,2025-04-08,04:11:11,16211,Success
TXN1233,Jennifer Clark,Female,2282105573317759,Kotak Bank,Nashik,Balance Enquiry,0,2025-04-07,02:16:37,49432,Failed
TXN1234,Gregory Mccann,Male,1505053581552196,HDFC Bank,Nagpur,Cash Withdrawal,1019,2025-04-20,07:44:16,23757,Failed
TXN1235,Julie Dixon,Female,2500083370218214,Kotak Bank,Pune,Balance Enquiry,0,2025-04-08,18:07:34,21802,Failed
TXN1236,Christopher Donaldson,Male,8237087453340764,Kotak Bank,Nagpur,Mini Statement,0,2025-04-19,18:55:34,29463,Success
TXN1237,Thomas Ward,Male,9673441898681273,Kotak Bank,Nagpur,Balance Enquiry,0,2025-04-17,12:15:47,8339,Failed
TXN1238,Michael Moore,Male,9890216818780753,State Bank of India,Pune,Mini Statement,0,2025-04-08,10:26:00,32778,Success
TXN1239,Kristina Davis,Female,0892519562109701,State Bank of India,Thane,Balance Enquiry,0,2025-04-13,02:30:39,31548,Failed
TXN1240,Kimberly Garrett,Female,4684007042779731,State Bank of India,Nashik,Balance Enquiry,0,2025-04-18,00:09:46,4501,Failed
TXN1241,Corey Watts,Male,7521663859495666,ICICI Bank,Pune,Balance Enquiry,0,2025-04-01,12:03:20,8855,Success
TXN1242,Joseph Mejia,Male,8900719303682568,ICICI Bank,Pune,Cash Withdrawal,5834,2025-04-10,02:15:36,16397,Failed
TXN1243,Holly Walker,Female,1190443415699792,Axis Bank,Thane,Cash Deposit,3616,2025-04-06,09:07:54,60990,Failed
TXN1244,Robert Bell,Male,5173130917211265,HDFC Bank,Nagpur,Fund Transfer,8256,2025-04-20,00:28:42,10321,Failed
TXN1245,Mr. Brent White,Male,0242039637481975,HDFC Bank,Pune,Fund Transfer,1435,2025-04-05,18:47:50,3699,Success
TXN1246,Kelly Farmer,Female,3297301651178140,HDFC Bank,Nashik,Balance Enquiry,0,2025-04-05,17:14:24,22829,Success
TXN1247,James Green,Male,1905171294479778,ICICI Bank,Nagpur,Fund Transfer,830,2025-04-13,20:57:10,12962,Success
TXN1248,Vanessa Lopez,Female,6828036681418937,Axis Bank,Mumbai,Cash Deposit,1083,2025-04-01,07:25:15,16124,Success
TXN1249,Howard Sellers,Male,2910432203032555,State Bank of India,Nashik,Cash Withdrawal,5670,2025-04-09,10:33:11,28659,Failed
TXN1250,Anthony Brooks,Male,5380911982295943,ICICI Bank,Thane,Balance Enquiry,0,2025-04-14,01:10:47,6609,Failed
TXN1251,Ashley Lewis,Female,4486474959760164,State Bank of India,Thane,Mini Statement,0,2025-04-11,09:17:43,41463,Success
TXN1252,Tamara Rose,Female,9252962640544195,State Bank of India,Pune,Cash Deposit,3140,2025-04-07,13:46:39,12373,Failed
TXN1253,Steven Delacruz,Male,7034736133671163,Axis Bank,Nagpur,Fund Transfer,3835,2025-04-10,01:30:15,48420,Failed
TXN1254,Jill Barnes,Female,4190971957076383,Kotak Bank,Thane,Balance Enquiry,0,2025-04-17,02:27:50,28214,Failed
TXN1255,Gina Holland,Female,5204368775838006,Axis Bank,Thane,Mini Statement,0,2025-04-12,21:20:11,35204,Success
TXN1256,Derek Galvan,Male,2778504306322765,Axis Bank,Nashik,Balance Enquiry,0,2025-04-15,16:34:10,42338,Success
TXN1257,Bianca Robertson,Female,5144570894913123,Kotak Bank,Thane,Cash Withdrawal,5049,2025-04-01,22:37:19,10356,Failed
TXN1258,Phillip Morris,Male,0172816478467633,State Bank of India,Mumbai,Balance Enquiry,0,2025-04-02,15:33:15,33701,Failed
TXN1259,Daniel Nelson,Male,6768448307400321,State Bank of India,Pune,Cash Withdrawal,8744,2025-04-15,13:06:48,36633,Success
TXN1260,Jamie Rangel DDS,Female,5492805008266476,ICICI Bank,Pune,Cash Withdrawal,4923,2025-04-13,11:19:51,27571,Failed
TXN1261,Sharon Martin,Female,7739886575115926,Axis Bank,Nagpur,Mini Statement,0,2025-04-10,08:23:58,5659,Failed
TXN1262,Henry Bowen,Male,1418836668545169,HDFC Bank,Pune,Mini Statement,0,2025-04-21,17:27:16,46508,Success
TXN1263,Sue Stevens,Female,0911655732951512,Kotak Bank,Mumbai,Cash Deposit,9052,2025-04-12,06:52:50,29442,Success
TXN1264,Joseph Schultz,Male,8492687309034101,Kotak Bank,Pune,Fund Transfer,827,2025-04-16,20:41:04,31830,Success
TXN1265,Chris Novak,Male,4643139432773038,HDFC Bank,Thane,Cash Withdrawal,8812,2025-04-02,23:58:35,40213,Failed
TXN1266,Wanda Shelton,Female,4932042992156387,State Bank of India,Nagpur,Mini Statement,0,2025-04-04,14:52:14,34121,Success
TXN1267,Alison Johnson,Female,5466312940947975,ICICI Bank,Nashik,Cash Deposit,2912,2025-04-09,09:30:33,11201,Failed
TXN1268,Ronald Duncan,Male,9049874078738045,ICICI Bank,Mumbai,Cash Deposit,4089,2025-04-07,09:58:19,72891,Success
TXN1269,Hayley Brown,Female,9621241375004850,Kotak Bank,Mumbai,Cash Deposit,1251,2025-04-19,09:01:27,63187,Failed
TXN1270,Sonya Collins,Female,5249822809550749,State Bank of India,Pune,Fund Transfer,2328,2025-04-07,07:33:04,31846,Success
TXN1271,Eric Vasquez,Male,9626570500715884,ICICI Bank,Pune,Cash Withdrawal,1280,2025-04-16,03:52:04,42330,Success
TXN1272,Steven Evans,Male,3847365016046613,ICICI Bank,Thane,Cash Deposit,8415,2025-04-01,12:16:04,63108,Success
TXN1273,Michelle Wade,Female,2331725273401547,State Bank of India,Nagpur,Balance Enquiry,0,2025-04-04,05:30:27,11940,Success
TXN1274,Robin Rose,Female,4173168285934223,State Bank of India,Mumbai,Balance Enquiry,0,2025-04-16,02:36:26,41344,Failed
TXN1275,Michelle Lee,Female,5420761404796279,State Bank of India,Mumbai,Mini Statement,0,2025-04-03,14:16:34,3862,Failed
TXN1276,Cynthia Graham,Female,7856750142739421,Kotak Bank,Thane,Cash Deposit,2645,2025-04-21,19:53:19,48438,Failed
TXN1277,Cole Sloan,Male,1274376415883821,Axis Bank,Pune,Cash Deposit,7309,2025-04-21,05:32:36,84157,Success
TXN1278,Becky Cooper,Female,4688115492017370,Kotak Bank,Thane,Fund Transfer,9478,2025-04-21,20:17:36,30118,Failed
TXN1279,Matthew Pena,Male,7239875718220518,HDFC Bank,Pune,Mini Statement,0,2025-04-08,22:48:41,19706,Failed
TXN1280,John Rivera,Male,8404165255595749,ICICI Bank,Nashik,Balance Enquiry,0,2025-04-09,15:06:34,18711,Failed
TXN1281,Robert White,Male,9733998729785197,State Bank of India,Pune,Fund Transfer,8211,2025-04-18,06:22:38,1778,Success
TXN1282,Patricia Clark,Female,5517630159162688,State Bank of India,Nashik,Balance Enquiry,0,2025-04-09,04:18:43,45711,Failed
TXN1283,Travis King,Male,3214497839571772,Kotak Bank,Mumbai,Fund Transfer,3163,2025-04-10,10:51:35,20271,Success
TXN1284,Colleen Williams,Female,3035129929326448,Kotak Bank,Nashik,Balance Enquiry,0,2025-04-17,22:17:07,17317,Failed
TXN1285,Lee Lewis,Male,5237427542574669,ICICI Bank,Pune,Balance Enquiry,0,2025-04-02,18:56:30,20070,Failed
TXN1286,Christina Rodriguez,Female,7180099016042301,Axis Bank,Thane,Mini Statement,0,2025-04-08,05:38:20,48036,Success
TXN1287,Janet Johnston,Female,3039386757089939,HDFC Bank,Nashik,Cash Withdrawal,7072,2025-04-12,07:54:46,45244,Success
TXN1288,Stephanie Martin,Female,2145831012658049,Axis Bank,Nagpur,Balance Enquiry,0,2025-04-13,03:58:39,32064,Failed
TXN1289,Thomas Santos,Male,0989787686340110,Axis Bank,Nagpur,Cash Withdrawal,6471,2025-04-07,13:22:44,36075,Failed
TXN1290,Charlotte Smith,Female,4414588430410685,HDFC Bank,Mumbai,Balance Enquiry,0,2025-04-15,01:53:24,2436,Success
TXN1291,Sarah Jones,Female,6786227884971110,HDFC Bank,Nashik,Balance Enquiry,0,2025-04-07,20:54:29,43081,Failed
TXN1292,Julie Baker,Female,2470633585240146,ICICI Bank,Nashik,Fund Transfer,7487,2025-04-20,09:38:22,21376,Success
TXN1293,Mary Smith,Female,1024173012962141,ICICI Bank,Pune,Cash Deposit,3249,2025-04-07,02:45:03,81235,Success
TXN1294,Alexander Taylor,Male,7257630229113262,Kotak Bank,Pune,Cash Deposit,7927,2025-04-11,01:47:26,6808,Success
TXN1295,Michele Simon,Female,4583439624529016,Axis Bank,Pune,Cash Withdrawal,8424,2025-04-09,16:24:38,29810,Failed
TXN1296,Melinda Tucker,Female,6396887535138825,ICICI Bank,Nashik,Cash Withdrawal,7553,2025-04-13,09:10:38,26410,Success
TXN1297,Scott Washington,Male,4492225163041010,Kotak Bank,Nashik,Fund Transfer,5142,2025-04-03,11:57:02,44735,Success
TXN1298,Eric Hudson,Male,1202020333100084,HDFC Bank,Thane,Mini Statement,0,2025-04-08,14:14:43,4317,Failed
TXN1299,Jacob Baker DVM,Male,3649671051980329,Kotak Bank,Nagpur,Balance Enquiry,0,2025-04-06,16:08:11,30484,Success
TXN1300,Christy Johnson,Female,2406617893391845,Kotak Bank,Nashik,Cash Withdrawal,5481,2025-04-20,10:18:33,15234,Success
